text,label_text,label_id,pre_defined
change lights to red,iot hue lightchange,2,True
switch from blue to yellow lights,iot hue lightchange,2,True
it's pleasant today,weather query,15,True
today's weather is awesome,weather query,15,True
i don't need light,iot hue lightoff,3,True
i don't need the lights,iot hue lightoff,3,True
light is too much,iot hue lightdim,4,False
low the volume,audio volume down,24,False
check the weather of city on list starts with a,weather query,15,True
check the weather of city alabama,weather query,15,True
tell me today's weather report of city alabama,weather query,15,True
shut the living room lights,iot hue lightoff,3,True
make my iroomba clean the living room,iot cleaning,5,False
have my iroomba clean the house,iot cleaning,5,False
keep that song for when i need cheering up,music likeness,12,False
its raining,weather query,15,True
play me some jazz,play music,6,True
please play jazz music,play music,6,True
tell me this week's weather,weather query,15,True
what will be the weather this week,weather query,15,True
how's the weather this week,weather query,15,True
volume level,audio volume other,19,True
play me some from the,play music,6,True
i want to listen to elton john in a live concert,play music,6,True
turn my bathroom plug socket on,iot wemo on,22,False
turn the volume down a little please,audio volume down,24,False
repeat the last song,music settings,16,True
is my wake up alarm set a six am,alarm query,11,False
set my alarm for six am tomorrow,alarm set,1,True
i'dl like to hear any classical except for bach or schubert,play music,6,True
i'd like to hear any classical except for bach or schubert,play music,6,True
play me this year's top ten k. pop songs,play music,6,True
when will my chinese food arrive,takeaway query,10,False
call peking garden,takeaway order,14,True
are there going to be any showers tomorrow morning,weather query,15,True
does peking garden do orders online,takeaway query,10,False
pull up peking garden online,takeaway order,14,True
how much does general tsos chicken cost at peking garden,takeaway order,14,True
play the last played playlist,play music,6,True
what is the weather at home,weather query,15,True
i love anything by elton john,music likeness,12,False
play anything by cat stevens and i'll be happy,play music,6,True
strings and pianos but only acoustical guitar not electric please,play music,6,True
put summer lovin in third position in my queue,play music,6,True
what time is it in karachi right now,datetime query,8,True
when it's ten p. m. here what time is it in brisbane,datetime convert,9,True
play new pop music,play music,6,True
play the latest pop song,play music,6,True
i need some ambiance please,iot hue lightchange,2,True
turn bedroom lights off,iot hue lightoff,3,True
what is the weather like in new brighton pa,weather query,15,True
tell me the weather for new brighton pa,weather query,15,True
change house light from green to red,iot hue lightchange,2,True
when is the next alarm,alarm query,11,False
play foke,play music,6,True
play jazz,play music,6,True
how is the weather outside,weather query,15,True
today get umbrella,weather query,15,True
was christmas one thousand nine hundred and seventy two on a weekend,datetime query,8,True
open alarm,alarm set,1,True
show me results of what i'm listening to,music query,13,False
give me information about this song,music query,13,False
favorite music,play music,6,True
favorite foke,play music,6,True
what is the current time right now,datetime query,8,True
repeat jazz,music settings,16,True
why is it snowing so much in my city,general quirky,7,True
adjust light when i get home,iot hue lightchange,2,True
lower the light level in my house,iot hue lightdim,4,False
find me the current weather condition,weather query,15,True
time please,datetime query,8,True
tell me the time now,datetime query,8,True
what's today date,datetime query,8,True
what's the date today,datetime query,8,True
tell me the today's date,datetime query,8,True
turn off the light of my bed room please,iot hue lightoff,3,True
i need you to turn off the light of my bed room,iot hue lightoff,3,True
olly can you please turn off the light of my bed room,iot hue lightoff,3,True
turn off my wemo plug,iot wemo off,23,True
turn on my wemo socket,iot wemo on,22,False
play jazz music,play music,6,True
i want to listen to classic rock,play music,6,True
make an alarm,alarm set,1,True
fix an alarm,alarm set,1,True
set an alarm,alarm set,1,True
share me a joke,general joke,17,False
what week of the year does the summer season start,datetime query,8,True
tell me a joke about birds,general joke,17,False
repeat the music,music settings,16,True
play hungry eyes,play music,6,True
i want to hear play that funky music,play music,6,True
i want to listen to electric slide,play music,6,True
weather in dhaka,weather query,15,True
weather in miami,weather query,15,True
weather in leisure city,weather query,15,True
weather in atlanta,weather query,15,True
play get happy by ella fitzgerald,play music,6,True
i need you to convert nine am c. s. t. to e. s. t. time,datetime convert,9,True
what is the nine am c. s. t. to e. s. t.,datetime convert,9,True
turn off the light in the kitchen,iot hue lightoff,3,True
kitchen light off,iot hue lightoff,3,True
weather forecast for this week,weather query,15,True
save the last radio stations of the last month,music likeness,12,False
list the twenty most repeated songs,music query,13,False
please turn off kitchen light for me,iot hue lightoff,3,True
can you turn off kitchen light for me,iot hue lightoff,3,True
turn off the bathroom light,iot hue lightoff,3,True
is it still going to be rainy and cold on wednesday,weather query,15,True
has the weather changed for wednesday at all,weather query,15,True
please play nakumukka song for me,play music,6,True
vacuum the living room in ten minutes,iot cleaning,5,False
change this song to the first place,play music,6,True
send this song to my favorites,music likeness,12,False
does ming ten do take out,takeaway query,10,False
do i need a rain coat today,weather query,15,True
is it snowing now,weather query,15,True
please play are rahman music,play music,6,True
can you play are rahman music,play music,6,True
make a contrast one,iot hue lightchange,2,True
what's the weather doing in grand rapids mi now,weather query,15,True
order the usual from turiellos pizza,takeaway order,14,True
order the best priced general tofu in nyack,takeaway order,14,True
play some pop music,play music,6,True
does restaurant has home delivery,takeaway query,10,False
charges of delivery,takeaway query,10,False
maximum kilometer to delivery,takeaway query,10,False
wake me up at four am,alarm set,1,True
alarm for ten am,alarm set,1,True
set alarm for twelve weeks from today at eight am,alarm set,1,True
play new albums,play music,6,True
play recently added music,play music,6,True
change my house lights color to blue,iot hue lightchange,2,True
olly make me coffee at eight am,iot coffee,20,False
make coffee at six am,iot coffee,20,False
olly make coffee at six am,iot coffee,20,False
olly start coffee at six am,iot coffee,20,False
increase volume by one,audio volume up,21,True
instruct the coffee maker to make a filter coffee ready in ten minutes,iot coffee,20,False
i will need my filter coffee in ten minutes please ask the coffee maker accordingly,iot coffee,20,False
is today going to be sunny,weather query,15,True
is it probable that there would be rain in the forecast today,weather query,15,True
will the u. v. index be above eight today,weather query,15,True
on what date is easter this year,datetime query,8,True
which day is friday the thirteenth this year,datetime query,8,True
what day this year has the longest daylight time,datetime query,8,True
i love to rock out with my sock out,music likeness,12,False
could you fix me some coffee,iot coffee,20,False
i cup of joe would be nice right now,iot coffee,20,False
it is ten am in eastern standard time what time it is now it pacific standard time,datetime convert,9,True
turn the lights down to seven,iot hue lightdim,4,False
alexa lower lights down,iot hue lightdim,4,False
reduce the light power,iot hue lightdim,4,False
down the light power,iot hue lightdim,4,False
what is the forecast,weather query,15,True
what temperature is it,weather query,15,True
what is the high for today,weather query,15,True
get me the time in london now,datetime query,8,True
what is the weather right now,weather query,15,True
is it raining right now,weather query,15,True
set alarm for six am tomorrow,alarm set,1,True
put an alarm and wake me up at six am tomorrow morning,alarm set,1,True
takeaway noodles one pack,takeaway order,14,True
what is the current weather in new york city,weather query,15,True
tell me the current weather in new york city,weather query,15,True
i need to know current weather in new york city,weather query,15,True
on the music player set the volume level at sixty,audio volume up,21,True
set track twenty eight in music player on repeat,music settings,16,True
what will the weather be like in oklahoma city on monday,weather query,15,True
is it currently raining in new york city,weather query,15,True
what is the current temperature in miami,weather query,15,True
show current track in music player,music settings,16,True
display volume strength on current track,music settings,16,True
replace the current light colors in the house with dark ones,iot hue lightchange,2,True
modify the light colors of the house and make them dark instead,iot hue lightchange,2,True
start playing dubstep,play music,6,True
play music from where you left off,play music,6,True
play green day,play music,6,True
get louder,audio volume up,21,True
i want to order some pizza,takeaway order,14,True
find me the nearest chinese for delivery,takeaway order,14,True
who delivers near here,takeaway order,14,True
when did this song come out,music query,13,False
which song is this,music query,13,False
who is the artist,music query,13,False
play the electronic playlist,play music,6,True
turn on my electronic playlist,play music,6,True
initiate the music on the electronic playlist,play music,6,True
initiate cleaning process,iot cleaning,5,False
turn on vacuum cleaning,iot cleaning,5,False
who's the singer,music query,13,False
play this song,play music,6,True
what is the title of this song,music query,13,False
put on a song by celine dion,play music,6,True
initiate celine dion music,play music,6,True
what a wonderful song can you save what i just said for me,music likeness,12,False
can you save this what a nice song for me,music likeness,12,False
it is time to lower the kitchen lights,iot hue lightdim,4,False
add the song to my favorites,music likeness,12,False
does this song belongs to the classic,music query,13,False
what's the date today,datetime query,8,True
can you tell me the date today,datetime query,8,True
what's the time in london,datetime query,8,True
may i know the time in london,datetime query,8,True
call china king chinese restaurant,takeaway order,14,True
where can i order take-out,takeaway query,10,False
put the current song on repeat,music settings,16,True
what is the weather like in brooklyn right now,weather query,15,True
tell me the time in india,datetime query,8,True
what could be the time in india,datetime query,8,True
alarm status,alarm query,11,False
please check alarms,alarm query,11,False
what is happening to my order,takeaway query,10,False
robot vacuum cleaner on,iot cleaning,5,False
switch on robot vacuum cleaner,iot cleaning,5,False
when was this song recorded,music query,13,False
date of recording of the song playing,music query,13,False
turn off the living room light,iot hue lightoff,3,True
olly make my coffee,iot coffee,20,False
brew my coffee,iot coffee,20,False
olly brew my coffee,iot coffee,20,False
olly prepare my coffee,iot coffee,20,False
place order for a chicken manchow soup from wangs kitchen restaurant,takeaway order,14,True
from wangs kitchen restaurant home delivery for a chicken manchow soup,takeaway order,14,True
who is the artist of the current playing song,music query,13,False
what is the current song called,music query,13,False
what's time,datetime query,8,True
g. m. t. time,datetime query,8,True
could you tell me funny things,general joke,17,False
say some jokes,general joke,17,False
play justin bieber on shuffle,play music,6,True
shuffle music by aaron carter,music settings,16,True
turn off the lights,iot hue lightoff,3,True
switch the lights off,iot hue lightoff,3,True
what time does the sun set,datetime query,8,True
change the lights in the house to green,iot hue lightchange,2,True
can you change the lights to white,iot hue lightchange,2,True
play music that are classical only,play music,6,True
find me all music for classical music,play music,6,True
play only classical music,play music,6,True
open take-out menus,takeaway order,14,True
open the playlist,play music,6,True
current time please,datetime query,8,True
lower the lights in the house,iot hue lightdim,4,False
what time is it in florida,datetime query,8,True
what is the time over in florida,datetime query,8,True
volume up,audio volume up,21,True
volume louder softer,audio volume up,21,True
change volume,audio volume other,19,True
olly please turn off the smart socket,iot wemo off,23,True
please turn off the smart socket,iot wemo off,23,True
please turn on the smart socket,iot wemo on,22,False
can you turn off the smart socket,iot wemo off,23,True
set an alarm for time,alarm set,1,True
set my alarm for time,alarm set,1,True
alarm set for time,alarm set,1,True
set my alarm for tuesday at six p. m.,alarm set,1,True
i need to set an alarm for next friday at noon,alarm set,1,True
how do i set the timer on my coffee machine,iot coffee,20,False
how is the weather looking for this week,weather query,15,True
i want to turn on the robot vacuum cleaner,iot cleaning,5,False
can i order out,takeaway order,14,True
do they have take-out,takeaway query,10,False
alexa play classic rock,play music,6,True
position the top five most listened to songs on my playlist in a queue starting at most listened to,play music,6,True
play a mi song of rap and rock one after the other,play music,6,True
play music by a. c. d. c.,play music,6,True
after this song put on metallica,play music,6,True
next i want to hear shinedown,play music,6,True
open spotify and play list five,play music,6,True
open playlist five,play music,6,True
play list five,play music,6,True
when do i need to leave to pick up my order,takeaway query,10,False
blue lights please,iot hue lightchange,2,True
what is the weather near me,weather query,15,True
change the lights in my home to orange,iot hue lightchange,2,True
i need the time of day,datetime query,8,True
what day of the week is valentines on,datetime query,8,True
what is tomorrows date,datetime query,8,True
what is tomorrow's date,datetime query,8,True
what is the weather like in seattle,weather query,15,True
play music by korn,play music,6,True
play rock playlist,play music,6,True
need an alarm set for sunday at five in the morning,alarm set,1,True
disable wemo socket,iot wemo off,23,True
turn the lights off now,iot hue lightoff,3,True
will you please turn the lights off,iot hue lightoff,3,True
change the lights to green,iot hue lightchange,2,True
play the celine dion song from the titanic movie,play music,6,True
shuffle play my slow songs play list from spotify,play music,6,True
lights off in the kitchen please,iot hue lightoff,3,True
tell me who wrote this song,music query,13,False
start the radio now on low volume,audio volume down,24,False
save this channel on pandora please,music likeness,12,False
add this channel to pandora,music likeness,12,False
please turn off the porch light,iot hue lightoff,3,True
make an alarm for me at five am tomorrow,alarm set,1,True
set the alarm for two hours from now,alarm set,1,True
set an alarm for one hour from now,alarm set,1,True
play my favorite music right now,play music,6,True
is today march sixth,datetime query,8,True
what happened to my pizza order it has been an hour since i ordered,takeaway query,10,False
remember i've ordered a cake for tonight's birthday party let me know the status please,takeaway query,10,False
what is today,datetime query,8,True
is today the fourth or the fifth,datetime query,8,True
is it going to rain on my birthday,weather query,15,True
am i going to have to worry about the snowplows burying my car in the driveway tuesday,weather query,15,True
change my music player volume to eighty percent,audio volume up,21,True
lower my music player volume by fifty percent of its current level,audio volume up,21,True
order mcdonalds,takeaway order,14,True
order chinese food,takeaway order,14,True
show me nearby take-out restaurants,takeaway order,14,True
let me know today's date in american format,datetime query,8,True
current date please,datetime query,8,True
lower the speakers,audio volume down,24,False
raise the volume to fifty,audio volume up,21,True
play new rihanna song,play music,6,True
lower the lights in the living room,iot hue lightdim,4,False
please check my playlists for jazz music,music settings,16,True
is it going to rain on saturday,weather query,15,True
will the highest temperature be more than seventy degrees tomorrow,weather query,15,True
play all songs by metallica on shuffle,play music,6,True
play the fifty songs i listen to most often,play music,6,True
replay the song,play music,6,True
this song is my favorite,music likeness,12,False
turn off the living room lights,iot hue lightoff,3,True
turn off the kitchen lights,iot hue lightoff,3,True
play hip hop playlist,play music,6,True
play country playlist,play music,6,True
would you please check to see if i've set my alarm for tomorrow morning,alarm query,11,False
play favorites,play music,6,True
what is today date,datetime query,8,True
which date is today,datetime query,8,True
is it going to warm up soon,weather query,15,True
play some lady gaga,play music,6,True
play a jimi hendri best song,play music,6,True
olly i need a funny joke to tell sam,general joke,17,False
i need a funny joke to tell sam,general joke,17,False
confirm to buy laptop,general quirky,7,True
confirm the order and send me the confirmation,takeaway order,14,True
i do not want to use the socket anymore,iot wemo off,23,True
turn off wemo socket,iot wemo off,23,True
prepare some cups of coffee for us,iot coffee,20,False
cook some coffees,iot coffee,20,False
order chinese from china spring wonton soup and a small beef and broccoli,takeaway order,14,True
order two medium cheese and one medium pepperoni pizza from dominoes,takeaway order,14,True
order two cheeseburgers from wings n. ale on university drive,takeaway order,14,True
play rock music,play music,6,True
play rock music please,play music,6,True
lower audio,audio volume down,24,False
turn down volume twenty percent,audio volume down,24,False
louder please,audio volume up,21,True
i do not like these colors in the house,iot hue lightchange,2,True
change the colors please,iot hue lightchange,2,True
want to have vibrant colors,iot hue lightchange,2,True
play purple haze,play music,6,True
purple haze,play music,6,True
wake me up at five hundred and thirty,alarm set,1,True
set an alarm for five hundred and thirty,alarm set,1,True
do you know any good jokes,general joke,17,False
what is this music called,music query,13,False
switch off the wemo plug socket,iot wemo off,23,True
power off wemo plug socket,iot wemo off,23,True
find the joke about the orange and the banana,general joke,17,False
i need to find a funny joke that is ok for kids,general joke,17,False
i want coffee from the machine,iot coffee,20,False
please start me some coffee,iot coffee,20,False
is it currently raining,weather query,15,True
i have to done it on the post important music file,music likeness,12,False
i like to be it,music likeness,12,False
i intended to do it,general quirky,7,True
change the living room light to yellow,iot hue lightchange,2,True
i need to change the color of this light,iot hue lightchange,2,True
can i change this light to orange,iot hue lightchange,2,True
i need one cup of coffee,iot coffee,20,False
can you start the coffee machine for me,iot coffee,20,False
make me a cup of coffee please,iot coffee,20,False
start playing music,play music,6,True
begin music,play music,6,True
play selected music,play music,6,True
i would like to order takeaway,takeaway order,14,True
i'm in the mood to order takeaway,takeaway order,14,True
start a takeaway order for me,takeaway order,14,True
play jazz music now,play music,6,True
start playing jazz music,play music,6,True
how much longer on my order,takeaway query,10,False
when can i pick up my order,takeaway query,10,False
turn lights in the room off,iot hue lightoff,3,True
is it colder than yesterday,weather query,15,True
please find music by afi,play music,6,True
march tenth lands on what day of the week,datetime query,8,True
the last friday of the month lands on what day,datetime query,8,True
start vacuuming,iot cleaning,5,False
also a pleasure,general quirky,7,True
please play anything by afi,play music,6,True
play something by the used,play music,6,True
can you find the newest song from mgk,play music,6,True
what is the five days forecast looking like in new york city,weather query,15,True
hey play crazy by britney spears,play music,6,True
put crazy by britney spears on,play music,6,True
play britney spears crazy,play music,6,True
play song over the rainbow,play music,6,True
play over the rainbow,play music,6,True
what's the time in chicago,datetime query,8,True
dim the lights down a bit,iot hue lightdim,4,False
lower brightness of lights,iot hue lightdim,4,False
brew me a cup of coffee,iot coffee,20,False
i'd like a cup of coffee please,iot coffee,20,False
can you get me a cup of coffee,iot coffee,20,False
let me get a cup of coffee please,iot coffee,20,False
turn the living room lights to one percent,iot hue lightchange,2,True
i don't like this song,music dislikeness,18,True
skip this song,music dislikeness,18,True
change the lights of the house to a blue hue,iot hue lightchange,2,True
what day does easter fall on this year,datetime query,8,True
how many alarms have i set,alarm query,11,False
olly please make ke a coffee,iot coffee,20,False
please make coffee,iot coffee,20,False
olly start the coffee maker,iot coffee,20,False
start the vacuum at nine am,iot cleaning,5,False
alter the color of the lights at home,iot hue lightchange,2,True
what is mondays actual date,datetime query,8,True
turn the lights on party mode,iot hue lightchange,2,True
what's up with my order,takeaway query,10,False
where is my order,takeaway query,10,False
tell me about this song,music query,13,False
what am i listening to,music query,13,False
is it raining today,weather query,15,True
is it sunny today,weather query,15,True
what is the weather going to be like today,weather query,15,True
what time is it in this city,datetime query,8,True
olly new york time,datetime query,8,True
new york time,datetime query,8,True
tell me which time is it in new york,datetime query,8,True
olly change light color to blue,iot hue lightchange,2,True
does the restaurant have delivery,takeaway query,10,False
please see if chili's has delivery,takeaway query,10,False
i want the coffee machine to make me coffee,iot coffee,20,False
what alarms have been set for me,alarm query,11,False
do i have alarms set,alarm query,11,False
do i have alarms set for today,alarm query,11,False
please play rap music,play music,6,True
please play rock music,play music,6,True
make me happy,general joke,17,False
increase the volume to seventy percent,audio volume up,21,True
repeat the current song,music settings,16,True
stop after current song,music settings,16,True
please turn off the lights in the kitchen,iot hue lightoff,3,True
please turn off all of the lights in the house,iot hue lightoff,3,True
tell me the current weather for danville il,weather query,15,True
tell me what time it currently is,datetime query,8,True
would you play some music please,play music,6,True
lower speaker volume,audio volume down,24,False
turn down speakers,audio volume down,24,False
turn off smart lamp in den,iot hue lightoff,3,True
order pizza,takeaway order,14,True
get large pizza with pepperoni,takeaway order,14,True
please clean the floor,iot cleaning,5,False
when will by order from taco bell be delivered,takeaway query,10,False
tell me when taco bell can deliver my dinner,takeaway query,10,False
play led zeppelin houses of the holy,play music,6,True
play c. d. led zeppelin houses of the holy,play music,6,True
music led zeppelin houses of the holy,play music,6,True
what is today's exact date,datetime query,8,True
turn down the speakers,audio volume down,24,False
how is weather on such and such day,weather query,15,True
monthly weather report,weather query,15,True
hey order me some take out from jason's deli,takeaway order,14,True
hey olly order me some take out from jason's deli,takeaway order,14,True
please order take from jason's deli,takeaway order,14,True
yo order take out from jason's deli on sixth avenue,takeaway order,14,True
yo what's the current time,datetime query,8,True
can you turn down the volume please and tell me what is the title of this song,music query,13,False
i like this song what is it can you please repeat it once,music likeness,12,False
after this song play atmosphere,play music,6,True
alexa play my country playlist,play music,6,True
alexa play my second playlist,play music,6,True
play my most recent playlist,play music,6,True
alexa play my most recent playlist,play music,6,True
play my shazaam playlist on the spotify app,play music,6,True
play my workout playlist,play music,6,True
alexa turn off the lamp in the living room,iot hue lightoff,3,True
turn off the lamp in the living room,iot hue lightoff,3,True
alexa turn off the wemo socket in the kitchen,iot wemo off,23,True
please save the current song to favorites,music likeness,12,False
save this song as my favorite,music likeness,12,False
play music relating to the music i listened to this morning,play music,6,True
alexa play music relating to the music i listened to this morning,play music,6,True
play music that i like,play music,6,True
i like electronic music,music likeness,12,False
what time are my alarms,alarm query,11,False
start the robot vacuum cleaner,iot cleaning,5,False
repeat all,music settings,16,True
please play all songs by bruno mars,play music,6,True
turn off the office lights,iot hue lightoff,3,True
office lights off,iot hue lightoff,3,True
play joy division,play music,6,True
play two thousand one hundred and twelve by rush,play music,6,True
please play any joy division album,play music,6,True
olly can you begin the brew,iot coffee,20,False
commence coffee making,iot coffee,20,False
other songs by this artist,music query,13,False
change your colors to green,iot hue lightchange,2,True
change your colors to something different,iot hue lightchange,2,True
does dominoes deliver,takeaway query,10,False
can i get delivery from dominoes,takeaway query,10,False
delivery from dominoes,takeaway query,10,False
continue to next song please,play music,6,True
what's new with the stock market,qa stock,25,False
what are some updates about the stock market,qa stock,25,False
weather san antonio texas,weather query,15,True
weather for next eight days san antonio texas,weather query,15,True
compare weather home and san antonio texas,weather query,15,True
play all by the beatles,play music,6,True
what c. d. is this song on,music query,13,False
what is the name of the artist that created this song,music query,13,False
please tell me the weather,weather query,15,True
please play music,play music,6,True
please turn the music volume up,audio volume up,21,True
play skyfall next,play music,6,True
add gold digger to queue,play music,6,True
does chinese deliver,takeaway query,10,False
olly find my food,takeaway query,10,False
turn off socket,iot wemo off,23,True
turn on socket,iot wemo on,22,False
turn on plug,iot wemo on,22,False
weather in bristol v. t.,weather query,15,True
what's the weather like for the next week in chicago,weather query,15,True
accumulation of snow predictions in buffalo,weather query,15,True
olly what's the current weather,weather query,15,True
what's the current weather,weather query,15,True
olly weather conditions for the next day,weather query,15,True
weather conditions for the next day,weather query,15,True
turn light off,iot hue lightoff,3,True
what time is alarm set for,alarm query,11,False
can you please order me some mcdonalds,takeaway order,14,True
olly what movies are playing at carmike cinemas,takeaway order,14,True
how about some pizza tonight can you please order a pepperoni large,takeaway order,14,True
olly change my light color to blue and please turn off the kitchen light,iot hue lightchange,2,True
lights off for the kids bedroom please then change the lights to my room to red,iot hue lightoff,3,True
let me hear a joke,general joke,17,False
order me some chipotle,takeaway order,14,True
order me postmates of mcdonald,takeaway order,14,True
order me postmates of mcdonald,takeaway order,14,True
order me some chinese food,takeaway order,14,True
shut down the plug,iot wemo off,23,True
what are the lyrics to this song,music query,13,False
can you pull up information on the singer of this song,music query,13,False
i want to eat two pita gyros please and some diet coke,takeaway order,14,True
please change the color of my lights surprise me,iot hue lightchange,2,True
lighter shade on the lights please,iot hue lightdim,4,False
can you do me a favor my eyes are feeling strained on these lights can you please change it to a cooler tone,iot hue lightchange,2,True
play a song,play music,6,True
play me a random song,play music,6,True
what time is it in central standard time,datetime query,8,True
what time is it in mountain standard time,datetime query,8,True
turn off one light in my bedroom,iot hue lightoff,3,True
can you turn off one of my lights in my bathroom,iot hue lightoff,3,True
what's the weather in minneapoliscity,weather query,15,True
is it raining in toronto,weather query,15,True
save this song as a favorite,music likeness,12,False
what's the current temperature,weather query,15,True
what's the weather like today,weather query,15,True
play some rock music,play music,6,True
play my rap playlist,play music,6,True
find me a good pop song,play music,6,True
i hate this song please remember that so that i don't hear this song ever again,music dislikeness,18,True
play firework by katy perry,play music,6,True
what is the time in the midwest right now,datetime query,8,True
if it is twelve hours ahead of eastern standard centaur time what's the time in the philippines now,datetime convert,9,True
what should i wear is it cold outside,weather query,15,True
alexa how many tornadoes have there been this month,general quirky,7,True
is it windy today,weather query,15,True
how cold is it outside,weather query,15,True
i am really feeling depressed right now can you please play my most played songs to cheer me up,play music,6,True
i just love adele please play my most played songs of her after this track,play music,6,True
order me a bowl from chipotle take-out,takeaway order,14,True
i would like a cup of coffee with one cream and three sugars,iot coffee,20,False
olly i would like a cup of coffee with one cream and three sugars,iot coffee,20,False
speak louder please,audio volume up,21,True
talk quieter please,audio volume down,24,False
i hate this song do not play it again,music dislikeness,18,True
this is a five star song,music likeness,12,False
super song,music likeness,12,False
play david bowie playlist,play music,6,True
play david bowie,play music,6,True
when will my alarm go off in the morning,alarm query,11,False
turn off the lights in the kitchen,iot hue lightoff,3,True
i need to get going at eight am tomorrow set up an alarm thirty minutes before that,alarm set,1,True
mike will send me an email tomorrow can you please set up an alarm fifteen minutes after receiving that email,alarm set,1,True
if my package shows that it is for delivery tomorrow can you set up an alarm one hour after thank you,alarm set,1,True
play classical music,play music,6,True
play classical music playlist,play music,6,True
what alarms have i set for tomorrow,alarm query,11,False
play that song next,play music,6,True
can you turn my bathroom lights off,iot hue lightoff,3,True
play my motivational playlist,play music,6,True
play my rock music playlist,play music,6,True
lower the brightness of the lights,iot hue lightdim,4,False
these lights are too bright please lower them,iot hue lightdim,4,False
please set an alarm for seven hundred and thirty am tomorrow,alarm set,1,True
i'd like an alarm set for this saturday at ten,alarm set,1,True
set an eight hundred am alarm for next tuesday,alarm set,1,True
turn off on the socket,iot wemo off,23,True
tell me a joke about lawyers,general joke,17,False
what time is it in that city,datetime query,8,True
play my favorite playlist,play music,6,True
play the playlist we were listening last night,play music,6,True
give five stars to this song,music likeness,12,False
access pop playlist,play music,6,True
hey can you please make me a creamy coffee,iot coffee,20,False
i need to wake up make me the strongest coffee you can make,iot coffee,20,False
remind me if anything else happens,calendar set,29,True
i'd like to listen to poker face by lady gaga,play music,6,True
wake me up at this time,alarm set,1,True
set alarm for six am everyday,alarm set,1,True
set alarm for tomorrow morning at six am,alarm set,1,True
start song one,play music,6,True
i want to here song one,play music,6,True
lower lights please,iot hue lightdim,4,False
look for song two and play it,play music,6,True
i want to listen song one,play music,6,True
what's the date tomorrow,datetime query,8,True
what day does my birthday fall on this year,datetime query,8,True
make me a coffee please,iot coffee,20,False
make me a coffee please olly,iot coffee,20,False
start making a coffee,iot coffee,20,False
do a coffee for me please,iot coffee,20,False
please play c. n. n.,play music,6,True
dim the lights at the living room,iot hue lightdim,4,False
turn off lights in my room,iot hue lightoff,3,True
please turn off all the lights in the house,iot hue lightoff,3,True
change color of the light to red outside the house,iot hue lightchange,2,True
set alarm for noon tomorrow,alarm set,1,True
set alarm for sixth of june two thousand seventeen at five am,alarm set,1,True
let me know the weather for today,weather query,15,True
do you know if there is any rain today,weather query,15,True
tell me the weather for new york city,weather query,15,True
i want to order some takeaway food,takeaway order,14,True
i'm hungry show me some takeaway food,takeaway order,14,True
what is the weather like today,weather query,15,True
what was the weather report for today,weather query,15,True
olly give me the most recent stuff you have angelina jolie,general quirky,7,True
give me the most recent stuff you have angelina jolie,general quirky,7,True
what is the current pacific time,datetime query,8,True
what is the current eastern time,datetime query,8,True
i need to hear a joke can you tell me one,general joke,17,False
please rate this song five stars please,music likeness,12,False
please save my rating on this song it is five stars please,music likeness,12,False
find out if kfc delivers please,takeaway query,10,False
olly find out if kfc delivers please,takeaway query,10,False
olly does that new chinese restaurant deliver,takeaway query,10,False
does shibaru sushi deliver,takeaway query,10,False
lower the lighting,iot hue lightdim,4,False
dim the lights in my bedroom,iot hue lightdim,4,False
dim the lighting in my living room,iot hue lightdim,4,False
olly darker lights please,iot hue lightdim,4,False
darker lights please,iot hue lightdim,4,False
what is the weather in miami,weather query,15,True
what is the chance of thunderstorms today in biloxi,weather query,15,True
what is the time difference between here and dakar,datetime query,8,True
what is the time in paris,datetime query,8,True
schedule a delivery from food at the nearby takeaway diner,takeaway order,14,True
order from dominoes,takeaway order,14,True
what is the time difference between pacific and central,datetime convert,9,True
what is the time difference between central and eastern,datetime convert,9,True
does the nearby pizza hut deliver in my area,takeaway query,10,False
switch off the wemo plug,iot wemo off,23,True
what is todays date,datetime query,8,True
how late am i,datetime query,8,True
what is the weather like this week,weather query,15,True
olly what is the weather like this week,weather query,15,True
what is the weather in austin,weather query,15,True
set an alarm for me for tomorrow at seven p. m.,alarm set,1,True
i need an alarm for sunday at eight am can you please set one for me,alarm set,1,True
identify current song playing,music query,13,False
show me the name of the song playing right now,music query,13,False
olly please make me a cup of coffee,iot coffee,20,False
please turn off the wemo plug,iot wemo off,23,True
could you please turn on the plug,iot wemo on,22,False
have the vacuum cleaner clean the room,iot cleaning,5,False
tell me the time in jakarta,datetime query,8,True
report the time in miami,datetime query,8,True
what's the weather like,weather query,15,True
turn off the lights in this room please,iot hue lightoff,3,True
this room lights off,iot hue lightoff,3,True
what time is my alarm set for,alarm query,11,False
what time i am waking up tomorrow,alarm query,11,False
what time is it in hong kong,datetime query,8,True
what is the time difference between my location and hong kong,datetime convert,9,True
where is the fire,audio volume up,21,True
jazz,play music,6,True
punjabi,play music,6,True
is it going to snow,weather query,15,True
is there going to be fog in the morning,weather query,15,True
i love zydeco jams,music likeness,12,False
give me some bowie,music query,13,False
is the twenty third on the weekend,datetime query,8,True
a priest walks into a bar,general joke,17,False
who is singing,music query,13,False
what artist sings this song,music query,13,False
who is currently singing,music query,13,False
what time is it in california,datetime query,8,True
olly what time is it in california,datetime query,8,True
if i call mike in california at six p. m. what will his time be,datetime convert,9,True
what time will it be locally at nine am bangalore india time,datetime convert,9,True
